Country Name,Country Code,Series Name,Series Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],Most_Recent
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,2461665937.89386,4128820723.04713,4583644246.48061,5285465685.86423,6275073571.54659,7057598406.61553,9843842455.48323,10190529882.4878,12486943505.7381,15936800636.2487,17930239399.8149,20536542736.7297,20264253974.1138,20616104297.6662,19469022207.6357
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,117.409690794955,187.845094955388,198.728543552291,219.141352785465,250.29412990949,272.563077018147,369.835795969823,373.361116300036,445.893297923744,553.300289383064,603.53702306241,669.009050888028,638.61254321276,629.345250343771,561.778746269502
Afghanistan,AFG,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,0.00472256824217368,0.00456139517022146,0.0878912528559713,0.105809030021958,1.22414808372471,2.10712364546412,1.9,1.84,3.55,4,5,5.45454545454545,5.9,7,10.5957264186601
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.468,54.959,55.482,56.044,56.637,57.25,57.875,58.5,59.11,59.694,60.243,60.754,61.226,61.666,62.086,62.494,62.895,63.673
Afghanistan,AFG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,31.7411193847656,..,..,..,31.7411193847656
Afghanistan,AFG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,95.4,93.1,90.8,88.4,86.1,83.6,81.1,78.5,76,73.4,70.8,68.2,65.7,63.3,61,58.8,56.8,53.2
Afghanistan,AFG,"Population, total",SP.POP.TOTL,18863999,19403676,20093756,20966463,21979923,23064851,24118979,25070798,25893450,26616792,27294031,28004331,28803167,29708599,30696958,31731688,32758020,34656032
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2707123772.16195,3414760915.27878,3632043907.97733,4060758804.12084,4435078647.74817,5746945912.58082,7314865175.6199,8158548716.68554,8992642348.7871,10701011896.7708,12881352687.7773,12044212903.8168,11926953258.916,12890867538.5302,12319784787.2987,12776277515.48,13228244357.1813,11863865978.0942
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,865.302161769888,1098.42546340677,1175.78898079471,1326.97033929809,1453.64277657175,1890.68155733514,2416.58823505194,2709.14293061386,3005.01290331851,3603.01368536638,4370.53964653148,4114.13654490945,4094.35883191918,4437.17806843608,4247.61430826246,4413.08169670601,4578.66672753259,4124.98239042866
Albania,ALB,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,31.7,..,..,30.6,..,..,30,..,..,..,29,..,..,29
Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0650273700200414,0.0814370446040466,0.114097346552109,0.325798377067964,0.39008127343332,0.971900415195857,2.42038779776014,6.04389086404814,9.60999131577118,15.0361154084109,23.86,41.2,45,49,54.6559590399494,57.2,60.1,66.363444701023
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.208,73.588,73.955,74.286,74.575,74.82,75.028,75.217,75.418,75.656,75.943,76.281,76.652,77.031,77.389,77.702,77.963,78.345
Albania,ALB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,98.7129821777344,..,..,..,..,..,..,95.9386367797852,..,..,96.8452987670898,97.2469711303711,..,..,97.2469711303711
Albania,ALB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,25.4,24.2,23.1,22,20.9,20,19,18.2,17.4,16.7,16,15.4,14.8,14.3,13.8,13.3,12.9,12
Albania,ALB,"Population, total",SP.POP.TOTL,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2876101
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,48187747528.899,48640574566.6476,54790245600.5846,54744714396.1666,56760288973.6703,67863829880.4832,85324998813.604,103198228458.588,117027304746.54,134977087734.008,171000691877.714,137211039898.193,161207268655.392,200019057307.655,209058991952.125,209755003250.664,213810022462.428,159049096745.249
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1588.48144916691,1581.00456398017,1757.01779715994,1732.85797888376,1774.0336730152,2094.33550572581,2598.90802346666,3100.12237758677,3464.61007870202,3935.18334285931,4905.25486576261,3868.83123040908,4463.39467488951,5432.41331978116,5565.13452104848,5471.12338878709,5466.42577841535,3916.88157088626
Algeria,DZA,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,27.6,..,..,..,27.6
Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0202385545408469,0.199523842999477,0.491705679141589,0.646114016703792,1.59164126035832,2.19535973086144,4.63447508776537,5.84394209201256,7.37598495634886,9.45119062555304,10.18,11.23,12.5,14.9,18.2,22.5,29.5,42.9455268800332
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.367,69.822,70.292,70.778,71.276,71.78,72.281,72.767,73.225,73.648,74.032,74.374,74.676,74.944,75.187,75.418,75.641,76.078
Algeria,DZA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,69.8734970092773,..,..,..,72.648681640625,..,75.1360473632813,..,..,..,..,..,..,75.1360473632813
Algeria,DZA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,34.8,34.4,33.9,33.3,32.4,31.3,30.1,28.8,27.6,26.4,25.3,24.3,23.5,22.9,22.4,22.2,22,21.6
Algeria,DZA,"Population, total",SP.POP.TOTL,30335732,30765613,31183660,31592153,31995046,32403514,32831096,33288437,33777915,34300076,34860715,35465760,36117637,36819558,37565847,38338562,39113313,40606052
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,514000000,527000000,512000000,503000000,496000000,520000000,563000000,678000000,576000000,574000000,644000000,641000000,643000000,658000000
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,8751.76652874972,8914.52543261668,8639.30885529158,8508.40691498359,8456.94799658994,8980.53641434813,9871.99719445906,12058.26382343,10352.8227618312,10375.9942154736,11660.329531052,11589.8530023324,11598.7517362051,11834.7452292307
American Samoa,ASM,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,55901,56770,57521,58175,58731,59117,59264,59118,58650,57903,57030,56227,55637,55320,55230,55307,55437,55599
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1211932397.81713,1239876305.13531,1434429703.33518,1496912751.67785,1733116883.11688,2398645598.19413,2935659299.72684,3255789080.96008,3543256805.92147,4016972351.49192,4007353156.58415,3660530702.97305,3355695364.23841,3442062830.13622,3164615186.94591,3281585236.32501,3350736367.25488,2858517699.11504
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,18894.5214963227,19261.7105038886,21936.5301014708,22228.8464928922,24741.4935704562,32776.4422698769,38503.4796144857,41282.0201219785,43748.7721588999,48582.8084550866,47785.6590856793,43339.3798746543,39736.3540626699,41098.7669417228,38391.0808669785,40619.7112977795,42294.9947269717,36988.6220301891
Andorra,AND,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,6.88620921833874,7.63568614275679,10.53883560922,..,11.2604687170103,13.546412876439,26.8379543894637,37.6057662174867,48.9368469989479,70.87,70.04,78.53,81,81,86.4344246167258,94,95.9,97.9306371220021
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100
Andorra,AND,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.3,4.2,4,3.8,3.7,3.6,3.5,3.3,3.3,3.2,3.1,3,2.9,2.9,2.8,2.7,2.6,2.4
Andorra,AND,"Population, total",SP.POP.TOTL,64142,64370,65390,67341,70049,73182,76244,78867,80991,82683,83861,84462,84449,83751,82431,80788,79223,77281
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,6445041824.66621,6152922942.98032,9129594818.60749,8936063723.20121,12497346669.6684,14188949190.618,19640848728.8937,28233712830.9035,41789478661.3096,60448921272.2326,84178032716.0971,75492384801.3695,82470913120.7314,104115923082.737,115398371427.673,124912063308.202,126776874216.703,95335111741.2025
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,415.693345857987,385.768853472854,555.296941863334,526.168742996854,711.181715953492,779.468305598703,1041.08684392862,1443.99192856374,2062.41514942577,2878.83714393079,3868.57888289748,3347.84485033644,3529.05348173757,4299.01288877922,4598.24998765441,4804.61688354724,4709.31202367384,3308.70023298492
Angola,AGO,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,42.7,..,..,..,..,..,..,42.7
Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0184537240759316,0.0719640870420026,0.105045562462262,0.136013867429868,0.270376745595134,0.370682065225727,0.464814617985909,1.1433668265595,1.5,1.7,1.9,2.3,2.8,3.1,6.5,8.9,10.2,13
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.192,46.105,47.113,48.2,49.341,50.508,51.676,52.833,53.974,55.096,56.189,57.231,58.192,59.042,59.77,60.373,60.858,61.547
Angola,AGO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,67.4054183959961,..,..,..,..,..,..,..,..,..,..,..,..,66.0301132202148,66.0301132202148
Angola,AGO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,128.1,125.8,122.9,119.6,115.8,111.3,106.6,101.5,96.3,90.9,85.6,80.3,75.4,70.7,66.5,62.7,59.5,54.6
Angola,AGO,"Population, total",SP.POP.TOTL,15504318,15949766,16440924,16983266,17572649,18203369,18865716,19552542,20262399,20997687,21759420,22549547,23369131,24218565,25096150,25998340,26920466,28813463
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,727860592.592593,766198925.925926,830158768.888889,800740257.407407,814615323.703704,855643099.62963,919577142.592592,1022191294.07407,1157005441.48148,1311401318.88889,1368431037.03704,1224253000,1152469074.07407,1142042925.92593,1211411703.7037,1192925407.40741,1280133333.33333,1460144703.7037
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,9115.23453172274,9363.1866398544,9932.02968138506,9414.16059122009,9443.06359056527,9801.96693468697,10419.3111321775,11452.7387771176,12812.7644376195,14350.918887831,14797.3684231605,13082.2816597386,12174.6978594572,11931.2041070835,12517.5579290917,12194.6087607071,12946.9869363675,14462.1762794658
Antigua and Barbuda,ATG,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,4.0717164999525,5.30068113752617,6.48222573702907,8.89928551450583,12.5,17.2286487816884,24.2665437161785,27,30,34,38,42,47,52,58,63.4,67.78,73
Antigua and Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.108,73.327,73.541,73.752,73.957,74.158,74.354,74.544,74.727,74.905,75.078,75.247,75.412,75.574,75.733,75.892,76.05,76.364
Antigua and Barbuda,ATG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,98.9499969482422,..,..,..,..,..,..,..,..,..,..,..,..,..,98.9499969482422
Antigua and Barbuda,ATG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.9,13.9,13.1,12.3,11.7,11.1,10.5,9.9,9.4,8.9,8.4,7.9,7.4,6.9,6.5,6.1,5.7,5.1
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,79851,81831,83584,85057,86266,87293,88257,89253,90301,91381,92478,93581,94661,95719,96777,97824,98875,100963
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,298948250000,283523000000,284203750000,268696750000,97724004251.8602,127586973492.177,164657930452.787,198737095012.282,232557260817.308,287530508430.568,361558037110.419,332976484577.619,423627422092.49,530163281574.658,545982375701.128,552025140252.246,526319673731.638,545476103427.247
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,8248.76198864344,7736.36962254054,7669.27391554066,7170.69467365192,2579.19316821209,3330.43700583548,4251.57434819873,5076.8838291729,5878.76102735208,7193.61763973522,8953.35927526277,8161.30696648652,10276.2604977053,12726.9083594731,12969.7071238969,12976.6364245411,12245.2564487696,12440.3209818055
Argentina,ARG,GINI index (World Bank estimate),SI.POV.GINI,50.7,49.8,51.1,53.3,53.8,50.7,48.3,47.7,46.6,46.3,44.5,43.9,43,42.3,41.2,41,41.4,42.4
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.830766679676473,3.28448195590463,7.0386830862178,9.78080728532407,10.8821243775325,11.9136965509954,16.0366841054923,17.7205833696065,20.9272021035896,25.9466329403819,28.1126234799907,34,45,51,55.8,59.9,64.7,70.9689808206024
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.397,73.618,73.832,74.039,74.236,74.424,74.603,74.775,74.941,75.105,75.268,75.431,75.595,75.761,75.926,76.089,76.252,76.577
Argentina,ARG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,97.1933135986328,..,..,..,..,..,..,..,..,..,..,..,..,..,98.0899963378906
Argentina,ARG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,18.8,18,17.3,16.7,16.2,15.7,15.2,14.8,14.4,14.1,13.7,13.4,12.9,12.4,11.9,11.3,10.8,9.9
Argentina,ARG,"Population, total",SP.POP.TOTL,36241590,36648068,37057452,37471509,37889370,38309379,38728696,39145488,39558890,39970224,40382389,40799407,41223889,41656879,42096739,42539925,42981515,43847430
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1893726437.26462,1845482181.44801,1911563665.39006,2118467913.37873,2376335048.39976,2807061008.69084,3576615240.41616,4900469950.09033,6384451606.1421,9206301700.39619,11662040713.8753,8647936747.98704,9260284937.79782,10142111334.4961,10619320048.5857,11121465767.4067,11609512939.7543,10572298341.5618
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,609.173025391007,597.433481734807,622.742747687983,694.430511932268,783.261609869997,930.166156701539,1191.96191990706,1643.75854298145,2158.00290895457,3138.80870341248,4010.02699722693,2993.83253109033,3218.38165488465,3526.97814267659,3684.80481032649,3843.5912130934,3994.71235479566,3614.68835699811
Armenia,ARM,GINI index (World Bank estimate),SI.POV.GINI,..,36.2,..,35.4,34.8,33,37.5,36,29.7,31.2,29.2,28,30,29.4,29.6,30.6,31.5,32.5
Armenia,ARM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.128659477603923,0.970737757459877,1.30047002237784,1.63109466677715,1.9604050458212,4.57521722477781,4.8990085713054,5.25298335195804,5.63178777731609,6.02125339712607,6.21,15.3,25,32,37.5,41.9,54.6228058583362,67
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.434,70.944,71.409,71.8,72.112,72.347,72.512,72.625,72.715,72.815,72.946,73.119,73.331,73.571,73.814,74.044,74.255,74.618
Armenia,ARM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,99.4001617431641,..,..,..,..,..,..,..,..,..,99.7444076538086,..,..,..,99.7444076538086
Armenia,ARM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,29.2,27.8,26.6,25.3,24.1,23,21.9,20.8,19.8,18.8,17.9,17,16.2,15.3,14.6,13.8,13.2,11.9
Armenia,ARM,"Population, total",SP.POP.TOTL,3108684,3089017,3069588,3050655,3033897,3017806,3000612,2981259,2958500,2933056,2908220,2888584,2877311,2875581,2881922,2893509,2906220,2924816
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1665363128.49162,1722798882.68156,1873452513.96648,1920262569.8324,1941094972.06704,2021301675.97765,2228279329.60894,2331005586.59218,2421474860.3352,2623726256.98324,2791960893.85475,2498932960.89385,2467703910.61453,2584463687.15084,..,..,..,2584463687.15084
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,19081.351656125,19356.2033894901,20620.7006259175,20670.6556635493,20434.2994364477,20834.5101990131,22567.8249248908,23302.8319880055,24014.9442670501,25921.026051998,27546.8993898034,24631.4348604167,24271.9404205267,25324.7203624669,..,..,..,25324.7203624669
Aruba,ABW,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,4.50617909808825,15.4428229480349,17.1,18.8,20.8,23,25.4,28,30.9,52,58,62,69,74,78.9,83.78,93.542453865048
Aruba,ABW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.7,73.738,73.787,73.853,73.937,74.038,74.156,74.287,74.429,74.576,74.725,74.872,75.016,75.158,75.299,75.44,75.582,75.867
Aruba,ABW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,97.2912521362305,..,..,..,..,..,..,..,..,..,96.822639465332,..,..,..,..,96.822639465332
Aruba,ABW,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Population, total",SP.POP.TOTL,87277,89005,90853,92898,94992,97017,98737,100031,100832,101220,101353,101453,101669,102053,102577,103187,103795,104822
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,399778878111.646,389146509587.668,415446209885.072,378899860470.108,394635830891.586,466853232382.062,613329776639.636,693764095624.718,747572626534.891,853764622752.61,1055334825425.25,927168310999.853,1142876772659.21,1390557034407.97,1538194473087.23,1567178619062.28,1459597906912.7,1204616439828.41
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,21365.9814072816,20561.4767826095,21690.9209985418,19517.8416767171,20081.817625797,23465.3855857164,30472.3797728289,34016.7148304822,36118.2838130869,40991.9828858155,49664.6850434485,42742.9989811703,51874.0804819957,62245.100292102,67635.3155532647,67708.6892863784,62099.6144131172,49755.315480305
Australia,AUS,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,33.5,..,33.5,..,..,..,..,35.4,..,34.7,..,..,..,..,34.7
Australia,AUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,30.8132394396276,40.7837839021856,46.7561156116738,52.6892664310395,..,..,..,63,66,69.45,71.67,74.25,76,79.4876977139029,79,83.453497167,84,88.2386580521762
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.6317073170732,78.9317073170732,79.2341463414634,79.6341463414634,79.9365853658537,80.2390243902439,80.490243902439,80.8414634146341,81.0414634146342,81.2926829268293,81.3951219512195,81.5439024390244,81.6951219512195,81.8951219512195,82.0463414634146,82.1487804878049,82.3,82.5
Australia,AUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.3,5.2,5.1,5,5,4.9,4.8,4.7,4.7,4.5,4.3,4.2,4,3.9,3.6,3.5,3.4,3.1
Australia,AUS,"Population, total",SP.POP.TOTL,18711000,18926000,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22742475,23145901,23504138,24210809
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,218259904401.956,217185787342.851,196799778883.361,197337879194.631,213377771503.858,261695778781.038,300904221504.842,315974418604.651,335998557270.104,388691445387.353,430294287388.311,400172297860.517,391892746544.69,431120310088.82,409425234155.263,430068712971.867,441885415805.825,390799991147.468
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,27361.8751106437,27174.2971559775,24564.4582948404,24537.5142629883,26401.7454564357,32222.8972411655,36821.5214680093,38403.1338770715,40635.2818159724,46855.7717452095,51708.7657541758,47963.1794023217,46858.0432733717,51374.9584066934,48567.69528642,50719.3882770685,51733.4819170733,44757.6348988008
Austria,AUT,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,29.5,29.8,28.7,29.6,30.6,30.4,31.5,30.3,30.8,30.5,30.8,30.5,30.5
Austria,AUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,15.4212193219603,23.0443171023274,33.7301329516915,39.1854501811114,36.56,42.7,54.28,58,63.6,69.37,72.87,73.45,75.17,78.7399930986888,80.0299939169903,80.6188,80.9958249574764,84.3233312921004
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.6707317073171,77.8756097560976,78.1268292682927,78.5756097560976,78.6780487804878,78.6317073170732,79.1804878048781,79.3317073170732,79.8804878048781,80.1804878048781,80.4317073170732,80.3317073170732,80.5804878048781,80.9829268292683,80.9365853658537,81.1365853658537,81.490243902439,80.890243902439
Austria,AUT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4,3.8,3.8,3.7,3.5,3.5,3.4,3.2,3,2.9
Austria,AUT,"Population, total",SP.POP.TOTL,7976789,7992324,8011566,8042293,8081957,8121423,8171966,8227829,8268641,8295487,8321496,8343323,8363404,8391643,8429991,8479375,8541575,8731471
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,4446396217.63265,4581222442.45783,5272617196.04517,5707720390.8515,6235795103.88809,7276013031.96905,8680472168.51531,13245716099.0057,20983019923.8863,33050343782.7759,48852482960.0779,44291490420.5026,52902703376.1056,65951627200.2026,69684317718.9409,74164435946.4627,75244166772.9185,37847715736.0406
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,561.910301735455,573.8902561721,655.097432602586,703.683843432722,763.073085847085,883.64399654717,1045.02162987002,1578.40239029603,2473.08577636837,3851.43786871172,5574.60380218613,4950.29479142375,5842.80578358576,7189.69122920765,7496.33572799679,7875.75695254288,7891.29977558849,3878.70925736637
Azerbaijan,AZE,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,36.5,17.4,18.8,16.2,16.6,..,..,..,..,..,..,..,..,..,16.6
Azerbaijan,AZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0374851090404337,0.0992289415099966,0.147757575623251,0.305564637615618,4.99971367812957,..,..,8.03037535616454,11.9921773343674,14.54,17.08,27.4,46,50,54.2,73.000001372,75.0000156363396,78.2
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.207,66.491,66.763,67.054,67.391,67.791,68.249,68.75,69.269,69.774,70.238,70.646,70.987,71.26,71.478,71.656,71.8,72.026
Azerbaijan,AZE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,98.7918014526367,..,..,..,..,..,..,..,99.6019134521484,..,99.7598419189453,99.7711410522461,99.7786331176758,99.7757720947266,99.7893600463867,99.7889862060547,99.7900619506836
Azerbaijan,AZE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,68.2,64.7,60.8,57,53.3,49.9,46.9,44.1,41.7,39.5,37.5,35.7,34.1,32.6,31.4,30.2,29.1,27.2
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,7913000,7982750,8048600,8111200,8171950,8234100,8306500,8391850,8484550,8581300,8763400,8947243,9054332,9173082,9295784,9416801,9535079,9757812
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,5353524000,6019972000,6327552000,6516651000,6957996000,6949317000,7094413000,7706222000,7965588000,8318996000,8247000000,7820000000,7910000000,7890000000,10720500000,10677200000,10843800000,11261800000
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,18456.6089774529,20505.947433679,21241.23669811,21497.5209065268,22506.3511419764,22009.2004332596,21996.4064912596,23405.4530158026,23719.1078819641,24301.2432520857,23652.3305303491,22037.1080100097,21921.5590634977,21523.9737238384,28815.527404385,28303.4672887287,28374.3579411203,28785.4776705382
"Bahamas, The",BHS,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.33559071038067,3.76455782177031,8,11.8,18,20,22,25,26,27,31.54,33.88,43,65,71.7482028146963,72,76.92,80
"Bahamas, The",BHS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.85,72.093,72.37,72.668,72.971,73.264,73.538,73.787,74.012,74.218,74.41,74.591,74.761,74.923,75.079,75.23,75.379,75.675
"Bahamas, The",BHS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,13.7,13.4,13.3,13.3,13.4,13.4,13.4,13.3,13.2,12.8,12.4,11.9,11.3,10.8,10.3,9.8,9.4,8.6
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,290060,293572,297890,303135,309157,315746,322526,329249,335830,342328,348676,354856,360832,366568,372039,377240,382169,391232
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,6183776595.74468,6621010372.34043,9062906914.89362,8976207712.76596,9632155053.19149,11074822074.4681,13150166755.3191,15968726861.7021,18505053191.4894,21730000000,25710877659.5745,22938218085.1064,25713271276.5957,28776595744.6809,30749308510.6383,32539547872.3404,33387712765.9575,32179069148.9362
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,10076.187784535,10401.4804488927,13636.3466837798,12868.2109970281,13102.3345682658,14221.9925934886,15846.4764093173,17959.1785373542,19307.9954920205,20977.1105261075,23067.5653465171,19356.6723557874,20722.1038895508,22512.1596038712,23649.3666139101,24737.1717830704,24983.3790153356,22579.0934203237
Bahrain,BHR,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
